% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	1	1	1	4	979	1031866	976	1028704	0.00402568	0.000312652	0.00399904	0.00899904	1054	0	1054	1054	
1	2	1	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
2	3	1	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
3	4	1	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
4	5	1	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
5	6	1	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
6	7	2	1	1	4	996	1049784	850	895900	0.0149332	0.0261961	0.00399904	0.108999	1054	0	1054	1054	
7	8	2	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
8	9	2	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
9	10	2	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
10	11	2	1	1	4	1000	1054000	1000	1054000	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
11	12	2	1	1	4	539	568106	538	567052	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
